externalId;customerExternalId;label;addressLine1;addressLine2;postalCode;city;country;isDefault;notes
SITE-0305;CLI-0305;Siège;66 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0306;CLI-0306;Agence;67 cours Mirabeau;Étage 2;31000;Toulouse;FR;true;Site principal
SITE-0307;CLI-0307;Entrepôt;68 rue de la Paix;;44000;Nantes;FR;true;
SITE-0308;CLI-0308;Chantier principal;69 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0309;CLI-0309;Bureau;70 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0310;CLI-0310;Siège;71 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0311;CLI-0311;Agence;72 place de la République;;06000;Nice;FR;true;
SITE-0312;CLI-0312;Entrepôt;73 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0313;CLI-0313;Chantier principal;74 impasse des Lilas;;51100;Reims;FR;true;
SITE-0314;CLI-0314;Bureau;75 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0315;CLI-0315;Siège;76 rue Nationale;Étage 2;80000;Amiens;FR;true;
SITE-0316;CLI-0316;Agence;77 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0317;CLI-0317;Entrepôt;78 rue de la Paix;;14000;Caen;FR;true;
SITE-0318;CLI-0318;Chantier principal;79 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0319;CLI-0319;Bureau;80 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0320;CLI-0320;Siège;1 rue du Commerce;;75001;Paris;FR;true;
SITE-0321;CLI-0321;Agence;2 place de la République;;75002;Paris;FR;true;
SITE-0322;CLI-0322;Entrepôt;3 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0323;CLI-0323;Chantier principal;4 impasse des Lilas;;69003;Lyon;FR;true;Site principal
SITE-0324;CLI-0324;Bureau;5 allée des Tilleuls;Étage 2;13001;Marseille;FR;true;
SITE-0325;CLI-0325;Siège;6 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0326;CLI-0326;Agence;7 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0327;CLI-0327;Entrepôt;8 rue de la Paix;;44000;Nantes;FR;true;
SITE-0328;CLI-0328;Chantier principal;9 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0329;CLI-0329;Bureau;10 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0330;CLI-0330;Siège;11 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0331;CLI-0331;Agence;12 place de la République;;06000;Nice;FR;true;
SITE-0332;CLI-0332;Entrepôt;13 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0333;CLI-0333;Chantier principal;14 impasse des Lilas;Étage 2;51100;Reims;FR;true;
SITE-0334;CLI-0334;Bureau;15 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0335;CLI-0335;Siège;16 rue Nationale;;80000;Amiens;FR;true;
SITE-0336;CLI-0336;Agence;17 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0337;CLI-0337;Entrepôt;18 rue de la Paix;;14000;Caen;FR;true;
SITE-0338;CLI-0338;Chantier principal;19 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0339;CLI-0339;Bureau;20 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0340;CLI-0340;Siège;21 rue du Commerce;;75001;Paris;FR;true;Site principal
SITE-0341;CLI-0341;Agence;22 place de la République;;75002;Paris;FR;true;
SITE-0342;CLI-0342;Entrepôt;23 chemin des Vignes;Étage 2;69001;Lyon;FR;true;
SITE-0343;CLI-0343;Chantier principal;24 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0344;CLI-0344;Bureau;25 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0345;CLI-0345;Siège;26 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0346;CLI-0346;Agence;27 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0347;CLI-0347;Entrepôt;28 rue de la Paix;;44000;Nantes;FR;true;
SITE-0348;CLI-0348;Chantier principal;29 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0349;CLI-0349;Bureau;30 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0350;CLI-0350;Siège;31 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0351;CLI-0351;Agence;32 place de la République;Étage 2;06000;Nice;FR;true;
SITE-0352;CLI-0352;Entrepôt;33 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0353;CLI-0353;Chantier principal;34 impasse des Lilas;;51100;Reims;FR;true;
SITE-0354;CLI-0354;Bureau;35 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0355;CLI-0355;Siège;36 rue Nationale;;80000;Amiens;FR;true;
SITE-0356;CLI-0356;Agence;37 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0357;CLI-0357;Entrepôt;38 rue de la Paix;;14000;Caen;FR;true;Site principal
SITE-0358;CLI-0358;Chantier principal;39 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0359;CLI-0359;Bureau;40 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0360;CLI-0360;Siège;41 rue du Commerce;Étage 2;75001;Paris;FR;true;
SITE-0361;CLI-0361;Agence;42 place de la République;;75002;Paris;FR;true;
SITE-0362;CLI-0362;Entrepôt;43 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0363;CLI-0363;Chantier principal;44 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0364;CLI-0364;Bureau;45 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0365;CLI-0365;Siège;46 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0366;CLI-0366;Agence;47 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0367;CLI-0367;Entrepôt;48 rue de la Paix;;44000;Nantes;FR;true;
SITE-0368;CLI-0368;Chantier principal;49 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0369;CLI-0369;Bureau;50 boulevard Haussmann;Étage 2;67000;Strasbourg;FR;true;
SITE-0370;CLI-0370;Siège;51 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0371;CLI-0371;Agence;52 place de la République;;06000;Nice;FR;true;
SITE-0372;CLI-0372;Entrepôt;53 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0373;CLI-0373;Chantier principal;54 impasse des Lilas;;51100;Reims;FR;true;
SITE-0374;CLI-0374;Bureau;55 allée des Tilleuls;;21000;Dijon;FR;true;Site principal
SITE-0375;CLI-0375;Siège;56 rue Nationale;;80000;Amiens;FR;true;
SITE-0376;CLI-0376;Agence;57 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0377;CLI-0377;Entrepôt;58 rue de la Paix;;14000;Caen;FR;true;
SITE-0378;CLI-0378;Chantier principal;59 avenue Victor Hugo;Étage 2;29200;Brest;FR;true;
SITE-0379;CLI-0379;Bureau;60 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0380;CLI-0380;Siège;61 rue du Commerce;;75001;Paris;FR;true;
SITE-0381;CLI-0381;Agence;62 place de la République;;75002;Paris;FR;true;
SITE-0382;CLI-0382;Entrepôt;63 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0383;CLI-0383;Chantier principal;64 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0384;CLI-0384;Bureau;65 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0385;CLI-0385;Siège;66 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0386;CLI-0386;Agence;67 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0387;CLI-0387;Entrepôt;68 rue de la Paix;Étage 2;44000;Nantes;FR;true;
SITE-0388;CLI-0388;Chantier principal;69 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0389;CLI-0389;Bureau;70 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0390;CLI-0390;Siège;71 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0391;CLI-0391;Agence;72 place de la République;;06000;Nice;FR;true;Site principal
SITE-0392;CLI-0392;Entrepôt;73 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0393;CLI-0393;Chantier principal;74 impasse des Lilas;;51100;Reims;FR;true;
SITE-0394;CLI-0394;Bureau;75 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0395;CLI-0395;Siège;76 rue Nationale;;80000;Amiens;FR;true;
SITE-0396;CLI-0396;Agence;77 cours Mirabeau;Étage 2;76000;Rouen;FR;true;
SITE-0397;CLI-0397;Entrepôt;78 rue de la Paix;;14000;Caen;FR;true;
SITE-0398;CLI-0398;Chantier principal;79 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0399;CLI-0399;Bureau;80 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0400;CLI-0400;Siège;1 rue du Commerce;;75001;Paris;FR;true;
SITE-0401;CLI-0401;Agence;2 place de la République;;75002;Paris;FR;true;
SITE-0402;CLI-0402;Entrepôt;3 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0403;CLI-0403;Chantier principal;4 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0404;CLI-0404;Bureau;5 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0405;CLI-0405;Siège;6 rue Nationale;Étage 2;33000;Bordeaux;FR;true;
SITE-0406;CLI-0406;Agence;7 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0407;CLI-0407;Entrepôt;8 rue de la Paix;;44000;Nantes;FR;true;
SITE-0408;CLI-0408;Chantier principal;9 avenue Victor Hugo;;59000;Lille;FR;true;Site principal
SITE-0409;CLI-0409;Bureau;10 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0410;CLI-0410;Siège;11 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0411;CLI-0411;Agence;12 place de la République;;06000;Nice;FR;true;
SITE-0412;CLI-0412;Entrepôt;13 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0413;CLI-0413;Chantier principal;14 impasse des Lilas;;51100;Reims;FR;true;
SITE-0414;CLI-0414;Bureau;15 allée des Tilleuls;Étage 2;21000;Dijon;FR;true;
SITE-0415;CLI-0415;Siège;16 rue Nationale;;80000;Amiens;FR;true;
SITE-0416;CLI-0416;Agence;17 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0417;CLI-0417;Entrepôt;18 rue de la Paix;;14000;Caen;FR;true;
SITE-0418;CLI-0418;Chantier principal;19 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0419;CLI-0419;Bureau;20 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0420;CLI-0420;Siège;21 rue du Commerce;;75001;Paris;FR;true;
SITE-0421;CLI-0421;Agence;22 place de la République;;75002;Paris;FR;true;
SITE-0422;CLI-0422;Entrepôt;23 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0423;CLI-0423;Chantier principal;24 impasse des Lilas;Étage 2;69003;Lyon;FR;true;
SITE-0424;CLI-0424;Bureau;25 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0425;CLI-0425;Siège;26 rue Nationale;;33000;Bordeaux;FR;true;Site principal
SITE-0426;CLI-0426;Agence;27 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0427;CLI-0427;Entrepôt;28 rue de la Paix;;44000;Nantes;FR;true;
SITE-0428;CLI-0428;Chantier principal;29 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0429;CLI-0429;Bureau;30 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0430;CLI-0430;Siège;31 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0431;CLI-0431;Agence;32 place de la République;;06000;Nice;FR;true;
SITE-0432;CLI-0432;Entrepôt;33 chemin des Vignes;Étage 2;35000;Rennes;FR;true;
SITE-0433;CLI-0433;Chantier principal;34 impasse des Lilas;;51100;Reims;FR;true;
SITE-0434;CLI-0434;Bureau;35 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0435;CLI-0435;Siège;36 rue Nationale;;80000;Amiens;FR;true;
SITE-0436;CLI-0436;Agence;37 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0437;CLI-0437;Entrepôt;38 rue de la Paix;;14000;Caen;FR;true;
SITE-0438;CLI-0438;Chantier principal;39 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0439;CLI-0439;Bureau;40 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0440;CLI-0440;Siège;41 rue du Commerce;;75001;Paris;FR;true;
SITE-0441;CLI-0441;Agence;42 place de la République;Étage 2;75002;Paris;FR;true;
SITE-0442;CLI-0442;Entrepôt;43 chemin des Vignes;;69001;Lyon;FR;true;Site principal
SITE-0443;CLI-0443;Chantier principal;44 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0444;CLI-0444;Bureau;45 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0445;CLI-0445;Siège;46 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0446;CLI-0446;Agence;47 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0447;CLI-0447;Entrepôt;48 rue de la Paix;;44000;Nantes;FR;true;
SITE-0448;CLI-0448;Chantier principal;49 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0449;CLI-0449;Bureau;50 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0450;CLI-0450;Siège;51 rue du Commerce;Étage 2;34000;Montpellier;FR;true;
SITE-0451;CLI-0451;Agence;52 place de la République;;06000;Nice;FR;true;
SITE-0452;CLI-0452;Entrepôt;53 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0453;CLI-0453;Chantier principal;54 impasse des Lilas;;51100;Reims;FR;true;
SITE-0454;CLI-0454;Bureau;55 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0455;CLI-0455;Siège;56 rue Nationale;;80000;Amiens;FR;true;
SITE-0456;CLI-0456;Agence;57 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0457;CLI-0457;Entrepôt;58 rue de la Paix;;14000;Caen;FR;true;
SITE-0458;CLI-0458;Chantier principal;59 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0459;CLI-0459;Bureau;60 boulevard Haussmann;Étage 2;29800;Landerneau;FR;true;Site principal
SITE-0460;CLI-0460;Siège;61 rue du Commerce;;75001;Paris;FR;true;
SITE-0461;CLI-0461;Agence;62 place de la République;;75002;Paris;FR;true;
SITE-0462;CLI-0462;Entrepôt;63 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0463;CLI-0463;Chantier principal;64 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0464;CLI-0464;Bureau;65 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0465;CLI-0465;Siège;66 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0466;CLI-0466;Agence;67 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0467;CLI-0467;Entrepôt;68 rue de la Paix;;44000;Nantes;FR;true;
SITE-0468;CLI-0468;Chantier principal;69 avenue Victor Hugo;Étage 2;59000;Lille;FR;true;
SITE-0469;CLI-0469;Bureau;70 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0470;CLI-0470;Siège;71 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0471;CLI-0471;Agence;72 place de la République;;06000;Nice;FR;true;
SITE-0472;CLI-0472;Entrepôt;73 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0473;CLI-0473;Chantier principal;74 impasse des Lilas;;51100;Reims;FR;true;
SITE-0474;CLI-0474;Bureau;75 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0475;CLI-0475;Siège;76 rue Nationale;;80000;Amiens;FR;true;
SITE-0476;CLI-0476;Agence;77 cours Mirabeau;;76000;Rouen;FR;true;Site principal
SITE-0477;CLI-0477;Entrepôt;78 rue de la Paix;Étage 2;14000;Caen;FR;true;
SITE-0478;CLI-0478;Chantier principal;79 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0479;CLI-0479;Bureau;80 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0480;CLI-0480;Siège;1 rue du Commerce;;75001;Paris;FR;true;
SITE-0481;CLI-0481;Agence;2 place de la République;;75002;Paris;FR;true;
SITE-0482;CLI-0482;Entrepôt;3 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0483;CLI-0483;Chantier principal;4 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0484;CLI-0484;Bureau;5 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0485;CLI-0485;Siège;6 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0486;CLI-0486;Agence;7 cours Mirabeau;Étage 2;31000;Toulouse;FR;true;
SITE-0487;CLI-0487;Entrepôt;8 rue de la Paix;;44000;Nantes;FR;true;
SITE-0488;CLI-0488;Chantier principal;9 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0489;CLI-0489;Bureau;10 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0490;CLI-0490;Siège;11 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0491;CLI-0491;Agence;12 place de la République;;06000;Nice;FR;true;
SITE-0492;CLI-0492;Entrepôt;13 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0493;CLI-0493;Chantier principal;14 impasse des Lilas;;51100;Reims;FR;true;Site principal
SITE-0494;CLI-0494;Bureau;15 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0495;CLI-0495;Siège;16 rue Nationale;Étage 2;80000;Amiens;FR;true;
SITE-0496;CLI-0496;Agence;17 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0497;CLI-0497;Entrepôt;18 rue de la Paix;;14000;Caen;FR;true;
SITE-0498;CLI-0498;Chantier principal;19 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0499;CLI-0499;Bureau;20 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0500;CLI-0500;Siège;21 rue du Commerce;;75001;Paris;FR;true;
SITE-0501;CLI-0501;Agence;22 place de la République;;75002;Paris;FR;true;
SITE-0502;CLI-0502;Entrepôt;23 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0503;CLI-0503;Chantier principal;24 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0504;CLI-0504;Bureau;25 allée des Tilleuls;Étage 2;13001;Marseille;FR;true;
SITE-0505;CLI-0505;Siège;26 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0506;CLI-0506;Agence;27 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0507;CLI-0507;Entrepôt;28 rue de la Paix;;44000;Nantes;FR;true;
SITE-0508;CLI-0508;Chantier principal;29 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0509;CLI-0509;Bureau;30 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0510;CLI-0510;Siège;31 rue du Commerce;;34000;Montpellier;FR;true;Site principal
SITE-0511;CLI-0511;Agence;32 place de la République;;06000;Nice;FR;true;
SITE-0512;CLI-0512;Entrepôt;33 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0513;CLI-0513;Chantier principal;34 impasse des Lilas;Étage 2;51100;Reims;FR;true;
SITE-0514;CLI-0514;Bureau;35 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0515;CLI-0515;Siège;36 rue Nationale;;80000;Amiens;FR;true;
SITE-0516;CLI-0516;Agence;37 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0517;CLI-0517;Entrepôt;38 rue de la Paix;;14000;Caen;FR;true;
SITE-0518;CLI-0518;Chantier principal;39 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0519;CLI-0519;Bureau;40 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0520;CLI-0520;Siège;41 rue du Commerce;;75001;Paris;FR;true;
SITE-0521;CLI-0521;Agence;42 place de la République;;75002;Paris;FR;true;
SITE-0522;CLI-0522;Entrepôt;43 chemin des Vignes;Étage 2;69001;Lyon;FR;true;
SITE-0523;CLI-0523;Chantier principal;44 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0524;CLI-0524;Bureau;45 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0525;CLI-0525;Siège;46 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0526;CLI-0526;Agence;47 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0527;CLI-0527;Entrepôt;48 rue de la Paix;;44000;Nantes;FR;true;Site principal
SITE-0528;CLI-0528;Chantier principal;49 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0529;CLI-0529;Bureau;50 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0530;CLI-0530;Siège;51 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0531;CLI-0531;Agence;52 place de la République;Étage 2;06000;Nice;FR;true;
SITE-0532;CLI-0532;Entrepôt;53 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0533;CLI-0533;Chantier principal;54 impasse des Lilas;;51100;Reims;FR;true;
SITE-0534;CLI-0534;Bureau;55 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0535;CLI-0535;Siège;56 rue Nationale;;80000;Amiens;FR;true;
SITE-0536;CLI-0536;Agence;57 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0537;CLI-0537;Entrepôt;58 rue de la Paix;;14000;Caen;FR;true;
SITE-0538;CLI-0538;Chantier principal;59 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0539;CLI-0539;Bureau;60 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0540;CLI-0540;Siège;61 rue du Commerce;Étage 2;75001;Paris;FR;true;
SITE-0541;CLI-0541;Agence;62 place de la République;;75002;Paris;FR;true;
SITE-0542;CLI-0542;Entrepôt;63 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0543;CLI-0543;Chantier principal;64 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0544;CLI-0544;Bureau;65 allée des Tilleuls;;13001;Marseille;FR;true;Site principal
SITE-0545;CLI-0545;Siège;66 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0546;CLI-0546;Agence;67 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0547;CLI-0547;Entrepôt;68 rue de la Paix;;44000;Nantes;FR;true;
SITE-0548;CLI-0548;Chantier principal;69 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0549;CLI-0549;Bureau;70 boulevard Haussmann;Étage 2;67000;Strasbourg;FR;true;
SITE-0550;CLI-0550;Siège;71 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0551;CLI-0551;Agence;72 place de la République;;06000;Nice;FR;true;
SITE-0552;CLI-0552;Entrepôt;73 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0553;CLI-0553;Chantier principal;74 impasse des Lilas;;51100;Reims;FR;true;
SITE-0554;CLI-0554;Bureau;75 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0555;CLI-0555;Siège;76 rue Nationale;;80000;Amiens;FR;true;
SITE-0556;CLI-0556;Agence;77 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0557;CLI-0557;Entrepôt;78 rue de la Paix;;14000;Caen;FR;true;
SITE-0558;CLI-0558;Chantier principal;79 avenue Victor Hugo;Étage 2;29200;Brest;FR;true;
SITE-0559;CLI-0559;Bureau;80 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0560;CLI-0560;Siège;1 rue du Commerce;;75001;Paris;FR;true;
SITE-0561;CLI-0561;Agence;2 place de la République;;75002;Paris;FR;true;Site principal
SITE-0562;CLI-0562;Entrepôt;3 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0563;CLI-0563;Chantier principal;4 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0564;CLI-0564;Bureau;5 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0565;CLI-0565;Siège;6 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0566;CLI-0566;Agence;7 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0567;CLI-0567;Entrepôt;8 rue de la Paix;Étage 2;44000;Nantes;FR;true;
SITE-0568;CLI-0568;Chantier principal;9 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0569;CLI-0569;Bureau;10 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0570;CLI-0570;Siège;11 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0571;CLI-0571;Agence;12 place de la République;;06000;Nice;FR;true;
SITE-0572;CLI-0572;Entrepôt;13 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0573;CLI-0573;Chantier principal;14 impasse des Lilas;;51100;Reims;FR;true;
SITE-0574;CLI-0574;Bureau;15 allée des Tilleuls;;21000;Dijon;FR;true;
SITE-0575;CLI-0575;Siège;16 rue Nationale;;80000;Amiens;FR;true;
SITE-0576;CLI-0576;Agence;17 cours Mirabeau;Étage 2;76000;Rouen;FR;true;
SITE-0577;CLI-0577;Entrepôt;18 rue de la Paix;;14000;Caen;FR;true;
SITE-0578;CLI-0578;Chantier principal;19 avenue Victor Hugo;;29200;Brest;FR;true;Site principal
SITE-0579;CLI-0579;Bureau;20 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0580;CLI-0580;Siège;21 rue du Commerce;;75001;Paris;FR;true;
SITE-0581;CLI-0581;Agence;22 place de la République;;75002;Paris;FR;true;
SITE-0582;CLI-0582;Entrepôt;23 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0583;CLI-0583;Chantier principal;24 impasse des Lilas;;69003;Lyon;FR;true;
SITE-0584;CLI-0584;Bureau;25 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0585;CLI-0585;Siège;26 rue Nationale;Étage 2;33000;Bordeaux;FR;true;
SITE-0586;CLI-0586;Agence;27 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0587;CLI-0587;Entrepôt;28 rue de la Paix;;44000;Nantes;FR;true;
SITE-0588;CLI-0588;Chantier principal;29 avenue Victor Hugo;;59000;Lille;FR;true;
SITE-0589;CLI-0589;Bureau;30 boulevard Haussmann;;67000;Strasbourg;FR;true;
SITE-0590;CLI-0590;Siège;31 rue du Commerce;;34000;Montpellier;FR;true;
SITE-0591;CLI-0591;Agence;32 place de la République;;06000;Nice;FR;true;
SITE-0592;CLI-0592;Entrepôt;33 chemin des Vignes;;35000;Rennes;FR;true;
SITE-0593;CLI-0593;Chantier principal;34 impasse des Lilas;;51100;Reims;FR;true;
SITE-0594;CLI-0594;Bureau;35 allée des Tilleuls;Étage 2;21000;Dijon;FR;true;
SITE-0595;CLI-0595;Siège;36 rue Nationale;;80000;Amiens;FR;true;Site principal
SITE-0596;CLI-0596;Agence;37 cours Mirabeau;;76000;Rouen;FR;true;
SITE-0597;CLI-0597;Entrepôt;38 rue de la Paix;;14000;Caen;FR;true;
SITE-0598;CLI-0598;Chantier principal;39 avenue Victor Hugo;;29200;Brest;FR;true;
SITE-0599;CLI-0599;Bureau;40 boulevard Haussmann;;29800;Landerneau;FR;true;
SITE-0600;CLI-0600;Siège;41 rue du Commerce;;75001;Paris;FR;true;
SITE-0601;CLI-0601;Agence;42 place de la République;;75002;Paris;FR;true;
SITE-0602;CLI-0602;Entrepôt;43 chemin des Vignes;;69001;Lyon;FR;true;
SITE-0603;CLI-0603;Chantier principal;44 impasse des Lilas;Étage 2;69003;Lyon;FR;true;
SITE-0604;CLI-0604;Bureau;45 allée des Tilleuls;;13001;Marseille;FR;true;
SITE-0605;CLI-0605;Siège;46 rue Nationale;;33000;Bordeaux;FR;true;
SITE-0606;CLI-0606;Agence;47 cours Mirabeau;;31000;Toulouse;FR;true;
SITE-0607;CLI-0607;Entrepôt;48 rue de la Paix;;44000;Nantes;FR;true;
SITE-0608;CLI-0608;Chantier principal;49 avenue Victor Hugo;;59000;Lille;FR;true;
