externalId;name;reference;description;unit;defaultPrice;defaultTvaRate
PREST-0368;Formation client 368;PREST-REF-0368;;heure;85.00;5.5
PREST-0369;Urgence weekend 369;PREST-REF-0369;;forfait;86.25;0
PREST-0370;Main d'œuvre 370;PREST-REF-0370;;heure;87.50;20
PREST-0371;Déplacement 371;PREST-REF-0371;;heure;88.75;20
PREST-0372;Diagnostic 372;PREST-REF-0372;Prestation import 372;forfait;90.00;10
PREST-0373;Mise en service 373;PREST-REF-0373;;heure;91.25;5.5
PREST-0374;Entretien annuel 374;PREST-REF-0374;;heure;92.50;0
PREST-0375;Remplacement pièce 375;PREST-REF-0375;;forfait;93.75;20
PREST-0376;Nettoyage 376;PREST-REF-0376;;heure;95.00;20
PREST-0377;Réglage 377;PREST-REF-0377;;heure;96.25;10
PREST-0378;Formation client 378;PREST-REF-0378;Prestation import 378;forfait;97.50;5.5
PREST-0379;Urgence weekend 379;PREST-REF-0379;;heure;98.75;0
PREST-0380;Main d'œuvre 380;PREST-REF-0380;;heure;100.00;20
PREST-0381;Déplacement 381;PREST-REF-0381;;forfait;101.25;20
PREST-0382;Diagnostic 382;PREST-REF-0382;;heure;102.50;10
PREST-0383;Mise en service 383;PREST-REF-0383;;heure;103.75;5.5
PREST-0384;Entretien annuel 384;PREST-REF-0384;Prestation import 384;forfait;105.00;0
PREST-0385;Remplacement pièce 385;PREST-REF-0385;;heure;106.25;20
PREST-0386;Nettoyage 386;PREST-REF-0386;;heure;107.50;20
PREST-0387;Réglage 387;PREST-REF-0387;;forfait;108.75;10
PREST-0388;Formation client 388;PREST-REF-0388;;heure;110.00;5.5
PREST-0389;Urgence weekend 389;PREST-REF-0389;;heure;111.25;0
PREST-0390;Main d'œuvre 390;PREST-REF-0390;Prestation import 390;forfait;112.50;20
PREST-0391;Déplacement 391;PREST-REF-0391;;heure;113.75;20
PREST-0392;Diagnostic 392;PREST-REF-0392;;heure;115.00;10
PREST-0393;Mise en service 393;PREST-REF-0393;;forfait;116.25;5.5
PREST-0394;Entretien annuel 394;PREST-REF-0394;;heure;117.50;0
PREST-0395;Remplacement pièce 395;PREST-REF-0395;;heure;118.75;20
PREST-0396;Nettoyage 396;PREST-REF-0396;Prestation import 396;forfait;120.00;20
PREST-0397;Réglage 397;PREST-REF-0397;;heure;121.25;10
PREST-0398;Formation client 398;PREST-REF-0398;;heure;122.50;5.5
PREST-0399;Urgence weekend 399;PREST-REF-0399;;forfait;123.75;0
PREST-0400;Main d'œuvre 400;PREST-REF-0400;;heure;25.00;20
PREST-0401;Déplacement 401;PREST-REF-0401;;heure;26.25;20
PREST-0402;Diagnostic 402;PREST-REF-0402;Prestation import 402;forfait;27.50;10
PREST-0403;Mise en service 403;PREST-REF-0403;;heure;28.75;5.5
PREST-0404;Entretien annuel 404;PREST-REF-0404;;heure;30.00;0
PREST-0405;Remplacement pièce 405;PREST-REF-0405;;forfait;31.25;20
PREST-0406;Nettoyage 406;PREST-REF-0406;;heure;32.50;20
PREST-0407;Réglage 407;PREST-REF-0407;;heure;33.75;10
PREST-0408;Formation client 408;PREST-REF-0408;Prestation import 408;forfait;35.00;5.5
PREST-0409;Urgence weekend 409;PREST-REF-0409;;heure;36.25;0
PREST-0410;Main d'œuvre 410;PREST-REF-0410;;heure;37.50;20
PREST-0411;Déplacement 411;PREST-REF-0411;;forfait;38.75;20
PREST-0412;Diagnostic 412;PREST-REF-0412;;heure;40.00;10
PREST-0413;Mise en service 413;PREST-REF-0413;;heure;41.25;5.5
PREST-0414;Entretien annuel 414;PREST-REF-0414;Prestation import 414;forfait;42.50;0
PREST-0415;Remplacement pièce 415;PREST-REF-0415;;heure;43.75;20
PREST-0416;Nettoyage 416;PREST-REF-0416;;heure;45.00;20
PREST-0417;Réglage 417;PREST-REF-0417;;forfait;46.25;10
PREST-0418;Formation client 418;PREST-REF-0418;;heure;47.50;5.5
PREST-0419;Urgence weekend 419;PREST-REF-0419;;heure;48.75;0
PREST-0420;Main d'œuvre 420;PREST-REF-0420;Prestation import 420;forfait;50.00;20
PREST-0421;Déplacement 421;PREST-REF-0421;;heure;51.25;20
PREST-0422;Diagnostic 422;PREST-REF-0422;;heure;52.50;10
PREST-0423;Mise en service 423;PREST-REF-0423;;forfait;53.75;5.5
PREST-0424;Entretien annuel 424;PREST-REF-0424;;heure;55.00;0
PREST-0425;Remplacement pièce 425;PREST-REF-0425;;heure;56.25;20
PREST-0426;Nettoyage 426;PREST-REF-0426;Prestation import 426;forfait;57.50;20
PREST-0427;Réglage 427;PREST-REF-0427;;heure;58.75;10
PREST-0428;Formation client 428;PREST-REF-0428;;heure;60.00;5.5
PREST-0429;Urgence weekend 429;PREST-REF-0429;;forfait;61.25;0
PREST-0430;Main d'œuvre 430;PREST-REF-0430;;heure;62.50;20
PREST-0431;Déplacement 431;PREST-REF-0431;;heure;63.75;20
PREST-0432;Diagnostic 432;PREST-REF-0432;Prestation import 432;forfait;65.00;10
PREST-0433;Mise en service 433;PREST-REF-0433;;heure;66.25;5.5
PREST-0434;Entretien annuel 434;PREST-REF-0434;;heure;67.50;0
PREST-0435;Remplacement pièce 435;PREST-REF-0435;;forfait;68.75;20
PREST-0436;Nettoyage 436;PREST-REF-0436;;heure;70.00;20
PREST-0437;Réglage 437;PREST-REF-0437;;heure;71.25;10
PREST-0438;Formation client 438;PREST-REF-0438;Prestation import 438;forfait;72.50;5.5
PREST-0439;Urgence weekend 439;PREST-REF-0439;;heure;73.75;0
PREST-0440;Main d'œuvre 440;PREST-REF-0440;;heure;75.00;20
PREST-0441;Déplacement 441;PREST-REF-0441;;forfait;76.25;20
PREST-0442;Diagnostic 442;PREST-REF-0442;;heure;77.50;10
PREST-0443;Mise en service 443;PREST-REF-0443;;heure;78.75;5.5
PREST-0444;Entretien annuel 444;PREST-REF-0444;Prestation import 444;forfait;80.00;0
PREST-0445;Remplacement pièce 445;PREST-REF-0445;;heure;81.25;20
PREST-0446;Nettoyage 446;PREST-REF-0446;;heure;82.50;20
PREST-0447;Réglage 447;PREST-REF-0447;;forfait;83.75;10
PREST-0448;Formation client 448;PREST-REF-0448;;heure;85.00;5.5
PREST-0449;Urgence weekend 449;PREST-REF-0449;;heure;86.25;0
PREST-0450;Main d'œuvre 450;PREST-REF-0450;Prestation import 450;forfait;87.50;20
PREST-0451;Déplacement 451;PREST-REF-0451;;heure;88.75;20
PREST-0452;Diagnostic 452;PREST-REF-0452;;heure;90.00;10
PREST-0453;Mise en service 453;PREST-REF-0453;;forfait;91.25;5.5
PREST-0454;Entretien annuel 454;PREST-REF-0454;;heure;92.50;0
PREST-0455;Remplacement pièce 455;PREST-REF-0455;;heure;93.75;20
PREST-0456;Nettoyage 456;PREST-REF-0456;Prestation import 456;forfait;95.00;20
PREST-0457;Réglage 457;PREST-REF-0457;;heure;96.25;10
PREST-0458;Formation client 458;PREST-REF-0458;;heure;97.50;5.5
PREST-0459;Urgence weekend 459;PREST-REF-0459;;forfait;98.75;0
PREST-0460;Main d'œuvre 460;PREST-REF-0460;;heure;100.00;20
PREST-0461;Déplacement 461;PREST-REF-0461;;heure;101.25;20
PREST-0462;Diagnostic 462;PREST-REF-0462;Prestation import 462;forfait;102.50;10
PREST-0463;Mise en service 463;PREST-REF-0463;;heure;103.75;5.5
PREST-0464;Entretien annuel 464;PREST-REF-0464;;heure;105.00;0
PREST-0465;Remplacement pièce 465;PREST-REF-0465;;forfait;106.25;20
PREST-0466;Nettoyage 466;PREST-REF-0466;;heure;107.50;20
PREST-0467;Réglage 467;PREST-REF-0467;;heure;108.75;10
PREST-0468;Formation client 468;PREST-REF-0468;Prestation import 468;forfait;110.00;5.5
PREST-0469;Urgence weekend 469;PREST-REF-0469;;heure;111.25;0
PREST-0470;Main d'œuvre 470;PREST-REF-0470;;heure;112.50;20
PREST-0471;Déplacement 471;PREST-REF-0471;;forfait;113.75;20
PREST-0472;Diagnostic 472;PREST-REF-0472;;heure;115.00;10
PREST-0473;Mise en service 473;PREST-REF-0473;;heure;116.25;5.5
PREST-0474;Entretien annuel 474;PREST-REF-0474;Prestation import 474;forfait;117.50;0
PREST-0475;Remplacement pièce 475;PREST-REF-0475;;heure;118.75;20
PREST-0476;Nettoyage 476;PREST-REF-0476;;heure;120.00;20
PREST-0477;Réglage 477;PREST-REF-0477;;forfait;121.25;10
PREST-0478;Formation client 478;PREST-REF-0478;;heure;122.50;5.5
PREST-0479;Urgence weekend 479;PREST-REF-0479;;heure;123.75;0
PREST-0480;Main d'œuvre 480;PREST-REF-0480;Prestation import 480;forfait;25.00;20
PREST-0481;Déplacement 481;PREST-REF-0481;;heure;26.25;20
PREST-0482;Diagnostic 482;PREST-REF-0482;;heure;27.50;10
PREST-0483;Mise en service 483;PREST-REF-0483;;forfait;28.75;5.5
PREST-0484;Entretien annuel 484;PREST-REF-0484;;heure;30.00;0
PREST-0485;Remplacement pièce 485;PREST-REF-0485;;heure;31.25;20
PREST-0486;Nettoyage 486;PREST-REF-0486;Prestation import 486;forfait;32.50;20
PREST-0487;Réglage 487;PREST-REF-0487;;heure;33.75;10
PREST-0488;Formation client 488;PREST-REF-0488;;heure;35.00;5.5
PREST-0489;Urgence weekend 489;PREST-REF-0489;;forfait;36.25;0
PREST-0490;Main d'œuvre 490;PREST-REF-0490;;heure;37.50;20
PREST-0491;Déplacement 491;PREST-REF-0491;;heure;38.75;20
PREST-0492;Diagnostic 492;PREST-REF-0492;Prestation import 492;forfait;40.00;10
PREST-0493;Mise en service 493;PREST-REF-0493;;heure;41.25;5.5
PREST-0494;Entretien annuel 494;PREST-REF-0494;;heure;42.50;0
PREST-0495;Remplacement pièce 495;PREST-REF-0495;;forfait;43.75;20
PREST-0496;Nettoyage 496;PREST-REF-0496;;heure;45.00;20
PREST-0497;Réglage 497;PREST-REF-0497;;heure;46.25;10
PREST-0498;Formation client 498;PREST-REF-0498;Prestation import 498;forfait;47.50;5.5
PREST-0499;Urgence weekend 499;PREST-REF-0499;;heure;48.75;0
PREST-0500;Main d'œuvre 500;PREST-REF-0500;;heure;50.00;20
PREST-0501;Déplacement 501;PREST-REF-0501;;forfait;51.25;20
PREST-0502;Diagnostic 502;PREST-REF-0502;;heure;52.50;10
PREST-0503;Mise en service 503;PREST-REF-0503;;heure;53.75;5.5
PREST-0504;Entretien annuel 504;PREST-REF-0504;Prestation import 504;forfait;55.00;0
PREST-0505;Remplacement pièce 505;PREST-REF-0505;;heure;56.25;20
PREST-0506;Nettoyage 506;PREST-REF-0506;;heure;57.50;20
PREST-0507;Réglage 507;PREST-REF-0507;;forfait;58.75;10
PREST-0508;Formation client 508;PREST-REF-0508;;heure;60.00;5.5
PREST-0509;Urgence weekend 509;PREST-REF-0509;;heure;61.25;0
PREST-0510;Main d'œuvre 510;PREST-REF-0510;Prestation import 510;forfait;62.50;20
PREST-0511;Déplacement 511;PREST-REF-0511;;heure;63.75;20
PREST-0512;Diagnostic 512;PREST-REF-0512;;heure;65.00;10
PREST-0513;Mise en service 513;PREST-REF-0513;;forfait;66.25;5.5
PREST-0514;Entretien annuel 514;PREST-REF-0514;;heure;67.50;0
PREST-0515;Remplacement pièce 515;PREST-REF-0515;;heure;68.75;20
PREST-0516;Nettoyage 516;PREST-REF-0516;Prestation import 516;forfait;70.00;20
PREST-0517;Réglage 517;PREST-REF-0517;;heure;71.25;10
PREST-0518;Formation client 518;PREST-REF-0518;;heure;72.50;5.5
PREST-0519;Urgence weekend 519;PREST-REF-0519;;forfait;73.75;0
PREST-0520;Main d'œuvre 520;PREST-REF-0520;;heure;75.00;20
PREST-0521;Déplacement 521;PREST-REF-0521;;heure;76.25;20
PREST-0522;Diagnostic 522;PREST-REF-0522;Prestation import 522;forfait;77.50;10
PREST-0523;Mise en service 523;PREST-REF-0523;;heure;78.75;5.5
PREST-0524;Entretien annuel 524;PREST-REF-0524;;heure;80.00;0
PREST-0525;Remplacement pièce 525;PREST-REF-0525;;forfait;81.25;20
PREST-0526;Nettoyage 526;PREST-REF-0526;;heure;82.50;20
PREST-0527;Réglage 527;PREST-REF-0527;;heure;83.75;10
PREST-0528;Formation client 528;PREST-REF-0528;Prestation import 528;forfait;85.00;5.5
PREST-0529;Urgence weekend 529;PREST-REF-0529;;heure;86.25;0
PREST-0530;Main d'œuvre 530;PREST-REF-0530;;heure;87.50;20
PREST-0531;Déplacement 531;PREST-REF-0531;;forfait;88.75;20
PREST-0532;Diagnostic 532;PREST-REF-0532;;heure;90.00;10
PREST-0533;Mise en service 533;PREST-REF-0533;;heure;91.25;5.5
PREST-0534;Entretien annuel 534;PREST-REF-0534;Prestation import 534;forfait;92.50;0
PREST-0535;Remplacement pièce 535;PREST-REF-0535;;heure;93.75;20
PREST-0536;Nettoyage 536;PREST-REF-0536;;heure;95.00;20
PREST-0537;Réglage 537;PREST-REF-0537;;forfait;96.25;10
PREST-0538;Formation client 538;PREST-REF-0538;;heure;97.50;5.5
PREST-0539;Urgence weekend 539;PREST-REF-0539;;heure;98.75;0
PREST-0540;Main d'œuvre 540;PREST-REF-0540;Prestation import 540;forfait;100.00;20
PREST-0541;Déplacement 541;PREST-REF-0541;;heure;101.25;20
PREST-0542;Diagnostic 542;PREST-REF-0542;;heure;102.50;10
PREST-0543;Mise en service 543;PREST-REF-0543;;forfait;103.75;5.5
PREST-0544;Entretien annuel 544;PREST-REF-0544;;heure;105.00;0
PREST-0545;Remplacement pièce 545;PREST-REF-0545;;heure;106.25;20
PREST-0546;Nettoyage 546;PREST-REF-0546;Prestation import 546;forfait;107.50;20
PREST-0547;Réglage 547;PREST-REF-0547;;heure;108.75;10
PREST-0548;Formation client 548;PREST-REF-0548;;heure;110.00;5.5
PREST-0549;Urgence weekend 549;PREST-REF-0549;;forfait;111.25;0
PREST-0550;Main d'œuvre 550;PREST-REF-0550;;heure;112.50;20
PREST-0551;Déplacement 551;PREST-REF-0551;;heure;113.75;20
PREST-0552;Diagnostic 552;PREST-REF-0552;Prestation import 552;forfait;115.00;10
PREST-0553;Mise en service 553;PREST-REF-0553;;heure;116.25;5.5
PREST-0554;Entretien annuel 554;PREST-REF-0554;;heure;117.50;0
PREST-0555;Remplacement pièce 555;PREST-REF-0555;;forfait;118.75;20
PREST-0556;Nettoyage 556;PREST-REF-0556;;heure;120.00;20
PREST-0557;Réglage 557;PREST-REF-0557;;heure;121.25;10
PREST-0558;Formation client 558;PREST-REF-0558;Prestation import 558;forfait;122.50;5.5
PREST-0559;Urgence weekend 559;PREST-REF-0559;;heure;123.75;0
PREST-0560;Main d'œuvre 560;PREST-REF-0560;;heure;25.00;20
PREST-0561;Déplacement 561;PREST-REF-0561;;forfait;26.25;20
PREST-0562;Diagnostic 562;PREST-REF-0562;;heure;27.50;10
PREST-0563;Mise en service 563;PREST-REF-0563;;heure;28.75;5.5
PREST-0564;Entretien annuel 564;PREST-REF-0564;Prestation import 564;forfait;30.00;0
PREST-0565;Remplacement pièce 565;PREST-REF-0565;;heure;31.25;20
PREST-0566;Nettoyage 566;PREST-REF-0566;;heure;32.50;20
PREST-0567;Réglage 567;PREST-REF-0567;;forfait;33.75;10
PREST-0568;Formation client 568;PREST-REF-0568;;heure;35.00;5.5
PREST-0569;Urgence weekend 569;PREST-REF-0569;;heure;36.25;0
PREST-0570;Main d'œuvre 570;PREST-REF-0570;Prestation import 570;forfait;37.50;20
PREST-0571;Déplacement 571;PREST-REF-0571;;heure;38.75;20
PREST-0572;Diagnostic 572;PREST-REF-0572;;heure;40.00;10
PREST-0573;Mise en service 573;PREST-REF-0573;;forfait;41.25;5.5
PREST-0574;Entretien annuel 574;PREST-REF-0574;;heure;42.50;0
PREST-0575;Remplacement pièce 575;PREST-REF-0575;;heure;43.75;20
PREST-0576;Nettoyage 576;PREST-REF-0576;Prestation import 576;forfait;45.00;20
PREST-0577;Réglage 577;PREST-REF-0577;;heure;46.25;10
PREST-0578;Formation client 578;PREST-REF-0578;;heure;47.50;5.5
PREST-0579;Urgence weekend 579;PREST-REF-0579;;forfait;48.75;0
PREST-0580;Main d'œuvre 580;PREST-REF-0580;;heure;50.00;20
PREST-0581;Déplacement 581;PREST-REF-0581;;heure;51.25;20
PREST-0582;Diagnostic 582;PREST-REF-0582;Prestation import 582;forfait;52.50;10
PREST-0583;Mise en service 583;PREST-REF-0583;;heure;53.75;5.5
PREST-0584;Entretien annuel 584;PREST-REF-0584;;heure;55.00;0
PREST-0585;Remplacement pièce 585;PREST-REF-0585;;forfait;56.25;20
PREST-0586;Nettoyage 586;PREST-REF-0586;;heure;57.50;20
PREST-0587;Réglage 587;PREST-REF-0587;;heure;58.75;10
PREST-0588;Formation client 588;PREST-REF-0588;Prestation import 588;forfait;60.00;5.5
PREST-0589;Urgence weekend 589;PREST-REF-0589;;heure;61.25;0
PREST-0590;Main d'œuvre 590;PREST-REF-0590;;heure;62.50;20
PREST-0591;Déplacement 591;PREST-REF-0591;;forfait;63.75;20
PREST-0592;Diagnostic 592;PREST-REF-0592;;heure;65.00;10
PREST-0593;Mise en service 593;PREST-REF-0593;;heure;66.25;5.5
PREST-0594;Entretien annuel 594;PREST-REF-0594;Prestation import 594;forfait;67.50;0
PREST-0595;Remplacement pièce 595;PREST-REF-0595;;heure;68.75;20
PREST-0596;Nettoyage 596;PREST-REF-0596;;heure;70.00;20
PREST-0597;Réglage 597;PREST-REF-0597;;forfait;71.25;10
PREST-0598;Formation client 598;PREST-REF-0598;;heure;72.50;5.5
PREST-0599;Urgence weekend 599;PREST-REF-0599;;heure;73.75;0
PREST-0600;Main d'œuvre 600;PREST-REF-0600;Prestation import 600;forfait;75.00;20
PREST-0601;Déplacement 601;PREST-REF-0601;;heure;76.25;20
PREST-0602;Diagnostic 602;PREST-REF-0602;;heure;77.50;10
PREST-0603;Mise en service 603;PREST-REF-0603;;forfait;78.75;5.5
PREST-0604;Entretien annuel 604;PREST-REF-0604;;heure;80.00;0
PREST-0605;Remplacement pièce 605;PREST-REF-0605;;heure;81.25;20
PREST-0606;Nettoyage 606;PREST-REF-0606;Prestation import 606;forfait;82.50;20
PREST-0607;Réglage 607;PREST-REF-0607;;heure;83.75;10
PREST-0608;Formation client 608;PREST-REF-0608;;heure;85.00;5.5
PREST-0609;Urgence weekend 609;PREST-REF-0609;;forfait;86.25;0
PREST-0610;Main d'œuvre 610;PREST-REF-0610;;heure;87.50;20
PREST-0611;Déplacement 611;PREST-REF-0611;;heure;88.75;20
PREST-0612;Diagnostic 612;PREST-REF-0612;Prestation import 612;forfait;90.00;10
PREST-0613;Mise en service 613;PREST-REF-0613;;heure;91.25;5.5
PREST-0614;Entretien annuel 614;PREST-REF-0614;;heure;92.50;0
PREST-0615;Remplacement pièce 615;PREST-REF-0615;;forfait;93.75;20
PREST-0616;Nettoyage 616;PREST-REF-0616;;heure;95.00;20
PREST-0617;Réglage 617;PREST-REF-0617;;heure;96.25;10
PREST-0618;Formation client 618;PREST-REF-0618;Prestation import 618;forfait;97.50;5.5
PREST-0619;Urgence weekend 619;PREST-REF-0619;;heure;98.75;0
PREST-0620;Main d'œuvre 620;PREST-REF-0620;;heure;100.00;20
PREST-0621;Déplacement 621;PREST-REF-0621;;forfait;101.25;20
PREST-0622;Diagnostic 622;PREST-REF-0622;;heure;102.50;10
PREST-0623;Mise en service 623;PREST-REF-0623;;heure;103.75;5.5
PREST-0624;Entretien annuel 624;PREST-REF-0624;Prestation import 624;forfait;105.00;0
PREST-0625;Remplacement pièce 625;PREST-REF-0625;;heure;106.25;20
PREST-0626;Nettoyage 626;PREST-REF-0626;;heure;107.50;20
PREST-0627;Réglage 627;PREST-REF-0627;;forfait;108.75;10
PREST-0628;Formation client 628;PREST-REF-0628;;heure;110.00;5.5
PREST-0629;Urgence weekend 629;PREST-REF-0629;;heure;111.25;0
PREST-0630;Main d'œuvre 630;PREST-REF-0630;Prestation import 630;forfait;112.50;20
PREST-0631;Déplacement 631;PREST-REF-0631;;heure;113.75;20
PREST-0632;Diagnostic 632;PREST-REF-0632;;heure;115.00;10
PREST-0633;Mise en service 633;PREST-REF-0633;;forfait;116.25;5.5
PREST-0634;Entretien annuel 634;PREST-REF-0634;;heure;117.50;0
PREST-0635;Remplacement pièce 635;PREST-REF-0635;;heure;118.75;20
PREST-0636;Nettoyage 636;PREST-REF-0636;Prestation import 636;forfait;120.00;20
PREST-0637;Réglage 637;PREST-REF-0637;;heure;121.25;10
PREST-0638;Formation client 638;PREST-REF-0638;;heure;122.50;5.5
PREST-0639;Urgence weekend 639;PREST-REF-0639;;forfait;123.75;0
PREST-0640;Main d'œuvre 640;PREST-REF-0640;;heure;25.00;20
PREST-0641;Déplacement 641;PREST-REF-0641;;heure;26.25;20
PREST-0642;Diagnostic 642;PREST-REF-0642;Prestation import 642;forfait;27.50;10
PREST-0643;Mise en service 643;PREST-REF-0643;;heure;28.75;5.5
PREST-0644;Entretien annuel 644;PREST-REF-0644;;heure;30.00;0
PREST-0645;Remplacement pièce 645;PREST-REF-0645;;forfait;31.25;20
PREST-0646;Nettoyage 646;PREST-REF-0646;;heure;32.50;20
PREST-0647;Réglage 647;PREST-REF-0647;;heure;33.75;10
PREST-0648;Formation client 648;PREST-REF-0648;Prestation import 648;forfait;35.00;5.5
PREST-0649;Urgence weekend 649;PREST-REF-0649;;heure;36.25;0
PREST-0650;Main d'œuvre 650;PREST-REF-0650;;heure;37.50;20
PREST-0651;Déplacement 651;PREST-REF-0651;;forfait;38.75;20
PREST-0652;Diagnostic 652;PREST-REF-0652;;heure;40.00;10
PREST-0653;Mise en service 653;PREST-REF-0653;;heure;41.25;5.5
PREST-0654;Entretien annuel 654;PREST-REF-0654;Prestation import 654;forfait;42.50;0
PREST-0655;Remplacement pièce 655;PREST-REF-0655;;heure;43.75;20
PREST-0656;Nettoyage 656;PREST-REF-0656;;heure;45.00;20
PREST-0657;Réglage 657;PREST-REF-0657;;forfait;46.25;10
PREST-0658;Formation client 658;PREST-REF-0658;;heure;47.50;5.5
PREST-0659;Urgence weekend 659;PREST-REF-0659;;heure;48.75;0
PREST-0660;Main d'œuvre 660;PREST-REF-0660;Prestation import 660;forfait;50.00;20
PREST-0661;Déplacement 661;PREST-REF-0661;;heure;51.25;20
PREST-0662;Diagnostic 662;PREST-REF-0662;;heure;52.50;10
PREST-0663;Mise en service 663;PREST-REF-0663;;forfait;53.75;5.5
PREST-0664;Entretien annuel 664;PREST-REF-0664;;heure;55.00;0
PREST-0665;Remplacement pièce 665;PREST-REF-0665;;heure;56.25;20
PREST-0666;Nettoyage 666;PREST-REF-0666;Prestation import 666;forfait;57.50;20
PREST-0667;Réglage 667;PREST-REF-0667;;heure;58.75;10
PREST-0668;Formation client 668;PREST-REF-0668;;heure;60.00;5.5
PREST-0669;Urgence weekend 669;PREST-REF-0669;;forfait;61.25;0
PREST-0670;Main d'œuvre 670;PREST-REF-0670;;heure;62.50;20
PREST-0671;Déplacement 671;PREST-REF-0671;;heure;63.75;20
PREST-0672;Diagnostic 672;PREST-REF-0672;Prestation import 672;forfait;65.00;10
PREST-0673;Mise en service 673;PREST-REF-0673;;heure;66.25;5.5
PREST-0674;Entretien annuel 674;PREST-REF-0674;;heure;67.50;0
PREST-0675;Remplacement pièce 675;PREST-REF-0675;;forfait;68.75;20
PREST-0676;Nettoyage 676;PREST-REF-0676;;heure;70.00;20
PREST-0677;Réglage 677;PREST-REF-0677;;heure;71.25;10
PREST-0678;Formation client 678;PREST-REF-0678;Prestation import 678;forfait;72.50;5.5
PREST-0679;Urgence weekend 679;PREST-REF-0679;;heure;73.75;0
PREST-0680;Main d'œuvre 680;PREST-REF-0680;;heure;75.00;20
PREST-0681;Déplacement 681;PREST-REF-0681;;forfait;76.25;20
PREST-0682;Diagnostic 682;PREST-REF-0682;;heure;77.50;10
PREST-0683;Mise en service 683;PREST-REF-0683;;heure;78.75;5.5
PREST-0684;Entretien annuel 684;PREST-REF-0684;Prestation import 684;forfait;80.00;0
PREST-0685;Remplacement pièce 685;PREST-REF-0685;;heure;81.25;20
PREST-0686;Nettoyage 686;PREST-REF-0686;;heure;82.50;20
PREST-0687;Réglage 687;PREST-REF-0687;;forfait;83.75;10
PREST-0688;Formation client 688;PREST-REF-0688;;heure;85.00;5.5
PREST-0689;Urgence weekend 689;PREST-REF-0689;;heure;86.25;0
PREST-0690;Main d'œuvre 690;PREST-REF-0690;Prestation import 690;forfait;87.50;20
PREST-0691;Déplacement 691;PREST-REF-0691;;heure;88.75;20
PREST-0692;Diagnostic 692;PREST-REF-0692;;heure;90.00;10
PREST-0693;Mise en service 693;PREST-REF-0693;;forfait;91.25;5.5
PREST-0694;Entretien annuel 694;PREST-REF-0694;;heure;92.50;0
PREST-0695;Remplacement pièce 695;PREST-REF-0695;;heure;93.75;20
PREST-0696;Nettoyage 696;PREST-REF-0696;Prestation import 696;forfait;95.00;20
PREST-0697;Réglage 697;PREST-REF-0697;;heure;96.25;10
PREST-0698;Formation client 698;PREST-REF-0698;;heure;97.50;5.5
PREST-0699;Urgence weekend 699;PREST-REF-0699;;forfait;98.75;0
PREST-0700;Main d'œuvre 700;PREST-REF-0700;;heure;100.00;20
PREST-0701;Déplacement 701;PREST-REF-0701;;heure;101.25;20
PREST-0702;Diagnostic 702;PREST-REF-0702;Prestation import 702;forfait;102.50;10
PREST-0703;Mise en service 703;PREST-REF-0703;;heure;103.75;5.5
PREST-0704;Entretien annuel 704;PREST-REF-0704;;heure;105.00;0
PREST-0705;Remplacement pièce 705;PREST-REF-0705;;forfait;106.25;20
PREST-0706;Nettoyage 706;PREST-REF-0706;;heure;107.50;20
PREST-0707;Réglage 707;PREST-REF-0707;;heure;108.75;10
PREST-0708;Formation client 708;PREST-REF-0708;Prestation import 708;forfait;110.00;5.5
PREST-0709;Urgence weekend 709;PREST-REF-0709;;heure;111.25;0
PREST-0710;Main d'œuvre 710;PREST-REF-0710;;heure;112.50;20
PREST-0711;Déplacement 711;PREST-REF-0711;;forfait;113.75;20
PREST-0712;Diagnostic 712;PREST-REF-0712;;heure;115.00;10
PREST-0713;Mise en service 713;PREST-REF-0713;;heure;116.25;5.5
PREST-0714;Entretien annuel 714;PREST-REF-0714;Prestation import 714;forfait;117.50;0
PREST-0715;Remplacement pièce 715;PREST-REF-0715;;heure;118.75;20
PREST-0716;Nettoyage 716;PREST-REF-0716;;heure;120.00;20
PREST-0717;Réglage 717;PREST-REF-0717;;forfait;121.25;10
PREST-0718;Formation client 718;PREST-REF-0718;;heure;122.50;5.5
PREST-0719;Urgence weekend 719;PREST-REF-0719;;heure;123.75;0
PREST-0720;Main d'œuvre 720;PREST-REF-0720;Prestation import 720;forfait;25.00;20
PREST-0721;Déplacement 721;PREST-REF-0721;;heure;26.25;20
PREST-0722;Diagnostic 722;PREST-REF-0722;;heure;27.50;10
PREST-0723;Mise en service 723;PREST-REF-0723;;forfait;28.75;5.5
PREST-0724;Entretien annuel 724;PREST-REF-0724;;heure;30.00;0
PREST-0725;Remplacement pièce 725;PREST-REF-0725;;heure;31.25;20
PREST-0726;Nettoyage 726;PREST-REF-0726;Prestation import 726;forfait;32.50;20
PREST-0727;Réglage 727;PREST-REF-0727;;heure;33.75;10
PREST-0728;Formation client 728;PREST-REF-0728;;heure;35.00;5.5
PREST-0729;Urgence weekend 729;PREST-REF-0729;;forfait;36.25;0
PREST-0730;Main d'œuvre 730;PREST-REF-0730;;heure;37.50;20
PREST-0731;Déplacement 731;PREST-REF-0731;;heure;38.75;20
PREST-0732;Diagnostic 732;PREST-REF-0732;Prestation import 732;forfait;40.00;10
PREST-0733;Mise en service 733;PREST-REF-0733;;heure;41.25;5.5
PREST-0734;Entretien annuel 734;PREST-REF-0734;;heure;42.50;0
PREST-0735;Remplacement pièce 735;PREST-REF-0735;;forfait;43.75;20
