externalId;reference;description;status;priority;dueDate;customerExternalId;orderGiverExternalId;siteExternalId;tags
DOS-0319;AFF-0319;;open;medium;;CLI-0319;DO-0319;SITE-0319;
DOS-0320;AFF-0320;;in_progress;medium;;CLI-0320;DO-0320;SITE-0320;import
DOS-0321;AFF-0321;;open;high;;CLI-0321;DO-0321;SITE-0321;
DOS-0322;AFF-0322;;in_progress;medium;;CLI-0322;DO-0322;SITE-0322;import
DOS-0323;AFF-0323;;open;medium;;CLI-0323;DO-0323;SITE-0323;
DOS-0324;AFF-0324;;in_progress;high;;CLI-0324;DO-0324;SITE-0324;import
DOS-0325;AFF-0325;;open;medium;;CLI-0325;DO-0325;SITE-0325;
DOS-0326;AFF-0326;;in_progress;medium;;CLI-0326;DO-0326;SITE-0326;import
DOS-0327;AFF-0327;;open;high;;CLI-0327;DO-0327;SITE-0327;
DOS-0328;AFF-0328;;in_progress;medium;;CLI-0328;DO-0328;SITE-0328;import
DOS-0329;AFF-0329;;open;medium;;CLI-0329;DO-0329;SITE-0329;
DOS-0330;AFF-0330;;in_progress;high;;CLI-0330;DO-0330;SITE-0330;import
DOS-0331;AFF-0331;;open;medium;;CLI-0331;DO-0331;SITE-0331;
DOS-0332;AFF-0332;;in_progress;medium;;CLI-0332;DO-0332;SITE-0332;import
DOS-0333;AFF-0333;;open;high;;CLI-0333;DO-0333;SITE-0333;
DOS-0334;AFF-0334;;in_progress;medium;;CLI-0334;DO-0334;SITE-0334;import
DOS-0335;AFF-0335;;open;medium;;CLI-0335;DO-0335;SITE-0335;
DOS-0336;AFF-0336;;in_progress;high;;CLI-0336;DO-0336;SITE-0336;import
DOS-0337;AFF-0337;;open;medium;;CLI-0337;DO-0337;SITE-0337;
DOS-0338;AFF-0338;;in_progress;medium;;CLI-0338;DO-0338;SITE-0338;import
DOS-0339;AFF-0339;;open;high;;CLI-0339;DO-0339;SITE-0339;
DOS-0340;AFF-0340;;in_progress;medium;;CLI-0340;DO-0340;SITE-0340;import
DOS-0341;AFF-0341;;open;medium;;CLI-0341;DO-0341;SITE-0341;
DOS-0342;AFF-0342;;in_progress;high;;CLI-0342;DO-0342;SITE-0342;import
DOS-0343;AFF-0343;;open;medium;;CLI-0343;DO-0343;SITE-0343;
DOS-0344;AFF-0344;;in_progress;medium;;CLI-0344;DO-0344;SITE-0344;import
DOS-0345;AFF-0345;;open;high;;CLI-0345;DO-0345;SITE-0345;
DOS-0346;AFF-0346;;in_progress;medium;;CLI-0346;DO-0346;SITE-0346;import
DOS-0347;AFF-0347;;open;medium;;CLI-0347;DO-0347;SITE-0347;
DOS-0348;AFF-0348;;in_progress;high;;CLI-0348;DO-0348;SITE-0348;import
DOS-0349;AFF-0349;;open;medium;;CLI-0349;DO-0349;SITE-0349;
DOS-0350;AFF-0350;;in_progress;medium;;CLI-0350;DO-0350;SITE-0350;import
DOS-0351;AFF-0351;;open;high;;CLI-0351;DO-0351;SITE-0351;
DOS-0352;AFF-0352;;in_progress;medium;;CLI-0352;DO-0352;SITE-0352;import
DOS-0353;AFF-0353;;open;medium;;CLI-0353;DO-0353;SITE-0353;
DOS-0354;AFF-0354;;in_progress;high;;CLI-0354;DO-0354;SITE-0354;import
DOS-0355;AFF-0355;;open;medium;;CLI-0355;DO-0355;SITE-0355;
DOS-0356;AFF-0356;;in_progress;medium;;CLI-0356;DO-0356;SITE-0356;import
DOS-0357;AFF-0357;;open;high;;CLI-0357;DO-0357;SITE-0357;
DOS-0358;AFF-0358;;in_progress;medium;;CLI-0358;DO-0358;SITE-0358;import
DOS-0359;AFF-0359;;open;medium;;CLI-0359;DO-0359;SITE-0359;
DOS-0360;AFF-0360;;in_progress;high;;CLI-0360;DO-0360;SITE-0360;import
DOS-0361;AFF-0361;;open;medium;;CLI-0361;DO-0361;SITE-0361;
DOS-0362;AFF-0362;;in_progress;medium;;CLI-0362;DO-0362;SITE-0362;import
DOS-0363;AFF-0363;;open;high;;CLI-0363;DO-0363;SITE-0363;
DOS-0364;AFF-0364;;in_progress;medium;;CLI-0364;DO-0364;SITE-0364;import
DOS-0365;AFF-0365;;open;medium;;CLI-0365;DO-0365;SITE-0365;
DOS-0366;AFF-0366;;in_progress;high;;CLI-0366;DO-0366;SITE-0366;import
DOS-0367;AFF-0367;;open;medium;;CLI-0367;DO-0367;SITE-0367;
DOS-0368;AFF-0368;;in_progress;medium;;CLI-0368;DO-0368;SITE-0368;import
DOS-0369;AFF-0369;;open;high;;CLI-0369;DO-0369;SITE-0369;
DOS-0370;AFF-0370;;in_progress;medium;;CLI-0370;DO-0370;SITE-0370;import
DOS-0371;AFF-0371;;open;medium;;CLI-0371;DO-0371;SITE-0371;
DOS-0372;AFF-0372;;in_progress;high;;CLI-0372;DO-0372;SITE-0372;import
DOS-0373;AFF-0373;;open;medium;;CLI-0373;DO-0373;SITE-0373;
DOS-0374;AFF-0374;;in_progress;medium;;CLI-0374;DO-0374;SITE-0374;import
DOS-0375;AFF-0375;;open;high;;CLI-0375;DO-0375;SITE-0375;
DOS-0376;AFF-0376;;in_progress;medium;;CLI-0376;DO-0376;SITE-0376;import
DOS-0377;AFF-0377;;open;medium;;CLI-0377;DO-0377;SITE-0377;
DOS-0378;AFF-0378;;in_progress;high;;CLI-0378;DO-0378;SITE-0378;import
DOS-0379;AFF-0379;;open;medium;;CLI-0379;DO-0379;SITE-0379;
DOS-0380;AFF-0380;;in_progress;medium;;CLI-0380;DO-0380;SITE-0380;import
DOS-0381;AFF-0381;;open;high;;CLI-0381;DO-0381;SITE-0381;
DOS-0382;AFF-0382;;in_progress;medium;;CLI-0382;DO-0382;SITE-0382;import
DOS-0383;AFF-0383;;open;medium;;CLI-0383;DO-0383;SITE-0383;
DOS-0384;AFF-0384;;in_progress;high;;CLI-0384;DO-0384;SITE-0384;import
DOS-0385;AFF-0385;;open;medium;;CLI-0385;DO-0385;SITE-0385;
DOS-0386;AFF-0386;;in_progress;medium;;CLI-0386;DO-0386;SITE-0386;import
DOS-0387;AFF-0387;;open;high;;CLI-0387;DO-0387;SITE-0387;
DOS-0388;AFF-0388;;in_progress;medium;;CLI-0388;DO-0388;SITE-0388;import
DOS-0389;AFF-0389;;open;medium;;CLI-0389;DO-0389;SITE-0389;
DOS-0390;AFF-0390;;in_progress;high;;CLI-0390;DO-0390;SITE-0390;import
DOS-0391;AFF-0391;;open;medium;;CLI-0391;DO-0391;SITE-0391;
DOS-0392;AFF-0392;;in_progress;medium;;CLI-0392;DO-0392;SITE-0392;import
DOS-0393;AFF-0393;;open;high;;CLI-0393;DO-0393;SITE-0393;
DOS-0394;AFF-0394;;in_progress;medium;;CLI-0394;DO-0394;SITE-0394;import
DOS-0395;AFF-0395;;open;medium;;CLI-0395;DO-0395;SITE-0395;
DOS-0396;AFF-0396;;in_progress;high;;CLI-0396;DO-0396;SITE-0396;import
DOS-0397;AFF-0397;;open;medium;;CLI-0397;DO-0397;SITE-0397;
DOS-0398;AFF-0398;;in_progress;medium;;CLI-0398;DO-0398;SITE-0398;import
DOS-0399;AFF-0399;;open;high;;CLI-0399;DO-0399;SITE-0399;
DOS-0400;AFF-0400;;in_progress;medium;;CLI-0400;DO-0400;SITE-0400;import
DOS-0401;AFF-0401;;open;medium;;CLI-0401;DO-0401;SITE-0401;
DOS-0402;AFF-0402;;in_progress;high;;CLI-0402;DO-0402;SITE-0402;import
DOS-0403;AFF-0403;;open;medium;;CLI-0403;DO-0403;SITE-0403;
DOS-0404;AFF-0404;;in_progress;medium;;CLI-0404;DO-0404;SITE-0404;import
DOS-0405;AFF-0405;;open;high;;CLI-0405;DO-0405;SITE-0405;
DOS-0406;AFF-0406;;in_progress;medium;;CLI-0406;DO-0406;SITE-0406;import
DOS-0407;AFF-0407;;open;medium;;CLI-0407;DO-0407;SITE-0407;
DOS-0408;AFF-0408;;in_progress;high;;CLI-0408;DO-0408;SITE-0408;import
DOS-0409;AFF-0409;;open;medium;;CLI-0409;DO-0409;SITE-0409;
DOS-0410;AFF-0410;;in_progress;medium;;CLI-0410;DO-0410;SITE-0410;import
DOS-0411;AFF-0411;;open;high;;CLI-0411;DO-0411;SITE-0411;
DOS-0412;AFF-0412;;in_progress;medium;;CLI-0412;DO-0412;SITE-0412;import
DOS-0413;AFF-0413;;open;medium;;CLI-0413;DO-0413;SITE-0413;
DOS-0414;AFF-0414;;in_progress;high;;CLI-0414;DO-0414;SITE-0414;import
DOS-0415;AFF-0415;;open;medium;;CLI-0415;DO-0415;SITE-0415;
DOS-0416;AFF-0416;;in_progress;medium;;CLI-0416;DO-0416;SITE-0416;import
DOS-0417;AFF-0417;;open;high;;CLI-0417;DO-0417;SITE-0417;
DOS-0418;AFF-0418;;in_progress;medium;;CLI-0418;DO-0418;SITE-0418;import
DOS-0419;AFF-0419;;open;medium;;CLI-0419;DO-0419;SITE-0419;
DOS-0420;AFF-0420;;in_progress;high;;CLI-0420;DO-0420;SITE-0420;import
DOS-0421;AFF-0421;;open;medium;;CLI-0421;DO-0421;SITE-0421;
DOS-0422;AFF-0422;;in_progress;medium;;CLI-0422;DO-0422;SITE-0422;import
DOS-0423;AFF-0423;;open;high;;CLI-0423;DO-0423;SITE-0423;
DOS-0424;AFF-0424;;in_progress;medium;;CLI-0424;DO-0424;SITE-0424;import
DOS-0425;AFF-0425;;open;medium;;CLI-0425;DO-0425;SITE-0425;
DOS-0426;AFF-0426;;in_progress;high;;CLI-0426;DO-0426;SITE-0426;import
DOS-0427;AFF-0427;;open;medium;;CLI-0427;DO-0427;SITE-0427;
DOS-0428;AFF-0428;;in_progress;medium;;CLI-0428;DO-0428;SITE-0428;import
DOS-0429;AFF-0429;;open;high;;CLI-0429;DO-0429;SITE-0429;
DOS-0430;AFF-0430;;in_progress;medium;;CLI-0430;DO-0430;SITE-0430;import
DOS-0431;AFF-0431;;open;medium;;CLI-0431;DO-0431;SITE-0431;
DOS-0432;AFF-0432;;in_progress;high;;CLI-0432;DO-0432;SITE-0432;import
DOS-0433;AFF-0433;;open;medium;;CLI-0433;DO-0433;SITE-0433;
DOS-0434;AFF-0434;;in_progress;medium;;CLI-0434;DO-0434;SITE-0434;import
DOS-0435;AFF-0435;;open;high;;CLI-0435;DO-0435;SITE-0435;
DOS-0436;AFF-0436;;in_progress;medium;;CLI-0436;DO-0436;SITE-0436;import
DOS-0437;AFF-0437;;open;medium;;CLI-0437;DO-0437;SITE-0437;
DOS-0438;AFF-0438;;in_progress;high;;CLI-0438;DO-0438;SITE-0438;import
DOS-0439;AFF-0439;;open;medium;;CLI-0439;DO-0439;SITE-0439;
DOS-0440;AFF-0440;;in_progress;medium;;CLI-0440;DO-0440;SITE-0440;import
DOS-0441;AFF-0441;;open;high;;CLI-0441;DO-0441;SITE-0441;
DOS-0442;AFF-0442;;in_progress;medium;;CLI-0442;DO-0442;SITE-0442;import
DOS-0443;AFF-0443;;open;medium;;CLI-0443;DO-0443;SITE-0443;
DOS-0444;AFF-0444;;in_progress;high;;CLI-0444;DO-0444;SITE-0444;import
DOS-0445;AFF-0445;;open;medium;;CLI-0445;DO-0445;SITE-0445;
DOS-0446;AFF-0446;;in_progress;medium;;CLI-0446;DO-0446;SITE-0446;import
DOS-0447;AFF-0447;;open;high;;CLI-0447;DO-0447;SITE-0447;
DOS-0448;AFF-0448;;in_progress;medium;;CLI-0448;DO-0448;SITE-0448;import
DOS-0449;AFF-0449;;open;medium;;CLI-0449;DO-0449;SITE-0449;
DOS-0450;AFF-0450;;in_progress;high;;CLI-0450;DO-0450;SITE-0450;import
DOS-0451;AFF-0451;;open;medium;;CLI-0451;DO-0451;SITE-0451;
DOS-0452;AFF-0452;;in_progress;medium;;CLI-0452;DO-0452;SITE-0452;import
DOS-0453;AFF-0453;;open;high;;CLI-0453;DO-0453;SITE-0453;
DOS-0454;AFF-0454;;in_progress;medium;;CLI-0454;DO-0454;SITE-0454;import
DOS-0455;AFF-0455;;open;medium;;CLI-0455;DO-0455;SITE-0455;
DOS-0456;AFF-0456;;in_progress;high;;CLI-0456;DO-0456;SITE-0456;import
DOS-0457;AFF-0457;;open;medium;;CLI-0457;DO-0457;SITE-0457;
DOS-0458;AFF-0458;;in_progress;medium;;CLI-0458;DO-0458;SITE-0458;import
DOS-0459;AFF-0459;;open;high;;CLI-0459;DO-0459;SITE-0459;
DOS-0460;AFF-0460;;in_progress;medium;;CLI-0460;DO-0460;SITE-0460;import
DOS-0461;AFF-0461;;open;medium;;CLI-0461;DO-0461;SITE-0461;
DOS-0462;AFF-0462;;in_progress;high;;CLI-0462;DO-0462;SITE-0462;import
DOS-0463;AFF-0463;;open;medium;;CLI-0463;DO-0463;SITE-0463;
DOS-0464;AFF-0464;;in_progress;medium;;CLI-0464;DO-0464;SITE-0464;import
DOS-0465;AFF-0465;;open;high;;CLI-0465;DO-0465;SITE-0465;
DOS-0466;AFF-0466;;in_progress;medium;;CLI-0466;DO-0466;SITE-0466;import
DOS-0467;AFF-0467;;open;medium;;CLI-0467;DO-0467;SITE-0467;
DOS-0468;AFF-0468;;in_progress;high;;CLI-0468;DO-0468;SITE-0468;import
DOS-0469;AFF-0469;;open;medium;;CLI-0469;DO-0469;SITE-0469;
DOS-0470;AFF-0470;;in_progress;medium;;CLI-0470;DO-0470;SITE-0470;import
DOS-0471;AFF-0471;;open;high;;CLI-0471;DO-0471;SITE-0471;
DOS-0472;AFF-0472;;in_progress;medium;;CLI-0472;DO-0472;SITE-0472;import
DOS-0473;AFF-0473;;open;medium;;CLI-0473;DO-0473;SITE-0473;
DOS-0474;AFF-0474;;in_progress;high;;CLI-0474;DO-0474;SITE-0474;import
DOS-0475;AFF-0475;;open;medium;;CLI-0475;DO-0475;SITE-0475;
DOS-0476;AFF-0476;;in_progress;medium;;CLI-0476;DO-0476;SITE-0476;import
DOS-0477;AFF-0477;;open;high;;CLI-0477;DO-0477;SITE-0477;
DOS-0478;AFF-0478;;in_progress;medium;;CLI-0478;DO-0478;SITE-0478;import
DOS-0479;AFF-0479;;open;medium;;CLI-0479;DO-0479;SITE-0479;
DOS-0480;AFF-0480;;in_progress;high;;CLI-0480;DO-0480;SITE-0480;import
DOS-0481;AFF-0481;;open;medium;;CLI-0481;DO-0481;SITE-0481;
DOS-0482;AFF-0482;;in_progress;medium;;CLI-0482;DO-0482;SITE-0482;import
DOS-0483;AFF-0483;;open;high;;CLI-0483;DO-0483;SITE-0483;
DOS-0484;AFF-0484;;in_progress;medium;;CLI-0484;DO-0484;SITE-0484;import
DOS-0485;AFF-0485;;open;medium;;CLI-0485;DO-0485;SITE-0485;
DOS-0486;AFF-0486;;in_progress;high;;CLI-0486;DO-0486;SITE-0486;import
DOS-0487;AFF-0487;;open;medium;;CLI-0487;DO-0487;SITE-0487;
DOS-0488;AFF-0488;;in_progress;medium;;CLI-0488;DO-0488;SITE-0488;import
DOS-0489;AFF-0489;;open;high;;CLI-0489;DO-0489;SITE-0489;
DOS-0490;AFF-0490;;in_progress;medium;;CLI-0490;DO-0490;SITE-0490;import
DOS-0491;AFF-0491;;open;medium;;CLI-0491;DO-0491;SITE-0491;
DOS-0492;AFF-0492;;in_progress;high;;CLI-0492;DO-0492;SITE-0492;import
DOS-0493;AFF-0493;;open;medium;;CLI-0493;DO-0493;SITE-0493;
DOS-0494;AFF-0494;;in_progress;medium;;CLI-0494;DO-0494;SITE-0494;import
DOS-0495;AFF-0495;;open;high;;CLI-0495;DO-0495;SITE-0495;
DOS-0496;AFF-0496;;in_progress;medium;;CLI-0496;DO-0496;SITE-0496;import
DOS-0497;AFF-0497;;open;medium;;CLI-0497;DO-0497;SITE-0497;
DOS-0498;AFF-0498;;in_progress;high;;CLI-0498;DO-0498;SITE-0498;import
DOS-0499;AFF-0499;;open;medium;;CLI-0499;DO-0499;SITE-0499;
DOS-0500;AFF-0500;;in_progress;medium;;CLI-0500;DO-0500;SITE-0500;import
DOS-0501;AFF-0501;;open;high;;CLI-0501;DO-0501;SITE-0501;
DOS-0502;AFF-0502;;in_progress;medium;;CLI-0502;DO-0502;SITE-0502;import
DOS-0503;AFF-0503;;open;medium;;CLI-0503;DO-0503;SITE-0503;
DOS-0504;AFF-0504;;in_progress;high;;CLI-0504;DO-0504;SITE-0504;import
DOS-0505;AFF-0505;;open;medium;;CLI-0505;DO-0505;SITE-0505;
DOS-0506;AFF-0506;;in_progress;medium;;CLI-0506;DO-0506;SITE-0506;import
DOS-0507;AFF-0507;;open;high;;CLI-0507;DO-0507;SITE-0507;
DOS-0508;AFF-0508;;in_progress;medium;;CLI-0508;DO-0508;SITE-0508;import
DOS-0509;AFF-0509;;open;medium;;CLI-0509;DO-0509;SITE-0509;
DOS-0510;AFF-0510;;in_progress;high;;CLI-0510;DO-0510;SITE-0510;import
DOS-0511;AFF-0511;;open;medium;;CLI-0511;DO-0511;SITE-0511;
DOS-0512;AFF-0512;;in_progress;medium;;CLI-0512;DO-0512;SITE-0512;import
DOS-0513;AFF-0513;;open;high;;CLI-0513;DO-0513;SITE-0513;
DOS-0514;AFF-0514;;in_progress;medium;;CLI-0514;DO-0514;SITE-0514;import
DOS-0515;AFF-0515;;open;medium;;CLI-0515;DO-0515;SITE-0515;
DOS-0516;AFF-0516;;in_progress;high;;CLI-0516;DO-0516;SITE-0516;import
DOS-0517;AFF-0517;;open;medium;;CLI-0517;DO-0517;SITE-0517;
DOS-0518;AFF-0518;;in_progress;medium;;CLI-0518;DO-0518;SITE-0518;import
DOS-0519;AFF-0519;;open;high;;CLI-0519;DO-0519;SITE-0519;
DOS-0520;AFF-0520;;in_progress;medium;;CLI-0520;DO-0520;SITE-0520;import
DOS-0521;AFF-0521;;open;medium;;CLI-0521;DO-0521;SITE-0521;
DOS-0522;AFF-0522;;in_progress;high;;CLI-0522;DO-0522;SITE-0522;import
DOS-0523;AFF-0523;;open;medium;;CLI-0523;DO-0523;SITE-0523;
DOS-0524;AFF-0524;;in_progress;medium;;CLI-0524;DO-0524;SITE-0524;import
DOS-0525;AFF-0525;;open;high;;CLI-0525;DO-0525;SITE-0525;
DOS-0526;AFF-0526;;in_progress;medium;;CLI-0526;DO-0526;SITE-0526;import
DOS-0527;AFF-0527;;open;medium;;CLI-0527;DO-0527;SITE-0527;
DOS-0528;AFF-0528;;in_progress;high;;CLI-0528;DO-0528;SITE-0528;import
DOS-0529;AFF-0529;;open;medium;;CLI-0529;DO-0529;SITE-0529;
DOS-0530;AFF-0530;;in_progress;medium;;CLI-0530;DO-0530;SITE-0530;import
DOS-0531;AFF-0531;;open;high;;CLI-0531;DO-0531;SITE-0531;
DOS-0532;AFF-0532;;in_progress;medium;;CLI-0532;DO-0532;SITE-0532;import
DOS-0533;AFF-0533;;open;medium;;CLI-0533;DO-0533;SITE-0533;
DOS-0534;AFF-0534;;in_progress;high;;CLI-0534;DO-0534;SITE-0534;import
DOS-0535;AFF-0535;;open;medium;;CLI-0535;DO-0535;SITE-0535;
DOS-0536;AFF-0536;;in_progress;medium;;CLI-0536;DO-0536;SITE-0536;import
DOS-0537;AFF-0537;;open;high;;CLI-0537;DO-0537;SITE-0537;
DOS-0538;AFF-0538;;in_progress;medium;;CLI-0538;DO-0538;SITE-0538;import
DOS-0539;AFF-0539;;open;medium;;CLI-0539;DO-0539;SITE-0539;
DOS-0540;AFF-0540;;in_progress;high;;CLI-0540;DO-0540;SITE-0540;import
DOS-0541;AFF-0541;;open;medium;;CLI-0541;DO-0541;SITE-0541;
DOS-0542;AFF-0542;;in_progress;medium;;CLI-0542;DO-0542;SITE-0542;import
DOS-0543;AFF-0543;;open;high;;CLI-0543;DO-0543;SITE-0543;
DOS-0544;AFF-0544;;in_progress;medium;;CLI-0544;DO-0544;SITE-0544;import
DOS-0545;AFF-0545;;open;medium;;CLI-0545;DO-0545;SITE-0545;
DOS-0546;AFF-0546;;in_progress;high;;CLI-0546;DO-0546;SITE-0546;import
DOS-0547;AFF-0547;;open;medium;;CLI-0547;DO-0547;SITE-0547;
DOS-0548;AFF-0548;;in_progress;medium;;CLI-0548;DO-0548;SITE-0548;import
DOS-0549;AFF-0549;;open;high;;CLI-0549;DO-0549;SITE-0549;
DOS-0550;AFF-0550;;in_progress;medium;;CLI-0550;DO-0550;SITE-0550;import
DOS-0551;AFF-0551;;open;medium;;CLI-0551;DO-0551;SITE-0551;
DOS-0552;AFF-0552;;in_progress;high;;CLI-0552;DO-0552;SITE-0552;import
DOS-0553;AFF-0553;;open;medium;;CLI-0553;DO-0553;SITE-0553;
DOS-0554;AFF-0554;;in_progress;medium;;CLI-0554;DO-0554;SITE-0554;import
DOS-0555;AFF-0555;;open;high;;CLI-0555;DO-0555;SITE-0555;
DOS-0556;AFF-0556;;in_progress;medium;;CLI-0556;DO-0556;SITE-0556;import
DOS-0557;AFF-0557;;open;medium;;CLI-0557;DO-0557;SITE-0557;
DOS-0558;AFF-0558;;in_progress;high;;CLI-0558;DO-0558;SITE-0558;import
DOS-0559;AFF-0559;;open;medium;;CLI-0559;DO-0559;SITE-0559;
DOS-0560;AFF-0560;;in_progress;medium;;CLI-0560;DO-0560;SITE-0560;import
DOS-0561;AFF-0561;;open;high;;CLI-0561;DO-0561;SITE-0561;
DOS-0562;AFF-0562;;in_progress;medium;;CLI-0562;DO-0562;SITE-0562;import
DOS-0563;AFF-0563;;open;medium;;CLI-0563;DO-0563;SITE-0563;
DOS-0564;AFF-0564;;in_progress;high;;CLI-0564;DO-0564;SITE-0564;import
DOS-0565;AFF-0565;;open;medium;;CLI-0565;DO-0565;SITE-0565;
DOS-0566;AFF-0566;;in_progress;medium;;CLI-0566;DO-0566;SITE-0566;import
DOS-0567;AFF-0567;;open;high;;CLI-0567;DO-0567;SITE-0567;
DOS-0568;AFF-0568;;in_progress;medium;;CLI-0568;DO-0568;SITE-0568;import
DOS-0569;AFF-0569;;open;medium;;CLI-0569;DO-0569;SITE-0569;
DOS-0570;AFF-0570;;in_progress;high;;CLI-0570;DO-0570;SITE-0570;import
DOS-0571;AFF-0571;;open;medium;;CLI-0571;DO-0571;SITE-0571;
DOS-0572;AFF-0572;;in_progress;medium;;CLI-0572;DO-0572;SITE-0572;import
DOS-0573;AFF-0573;;open;high;;CLI-0573;DO-0573;SITE-0573;
DOS-0574;AFF-0574;;in_progress;medium;;CLI-0574;DO-0574;SITE-0574;import
DOS-0575;AFF-0575;;open;medium;;CLI-0575;DO-0575;SITE-0575;
DOS-0576;AFF-0576;;in_progress;high;;CLI-0576;DO-0576;SITE-0576;import
DOS-0577;AFF-0577;;open;medium;;CLI-0577;DO-0577;SITE-0577;
DOS-0578;AFF-0578;;in_progress;medium;;CLI-0578;DO-0578;SITE-0578;import
DOS-0579;AFF-0579;;open;high;;CLI-0579;DO-0579;SITE-0579;
DOS-0580;AFF-0580;;in_progress;medium;;CLI-0580;DO-0580;SITE-0580;import
DOS-0581;AFF-0581;;open;medium;;CLI-0581;DO-0581;SITE-0581;
DOS-0582;AFF-0582;;in_progress;high;;CLI-0582;DO-0582;SITE-0582;import
DOS-0583;AFF-0583;;open;medium;;CLI-0583;DO-0583;SITE-0583;
DOS-0584;AFF-0584;;in_progress;medium;;CLI-0584;DO-0584;SITE-0584;import
DOS-0585;AFF-0585;;open;high;;CLI-0585;DO-0585;SITE-0585;
DOS-0586;AFF-0586;;in_progress;medium;;CLI-0586;DO-0586;SITE-0586;import
DOS-0587;AFF-0587;;open;medium;;CLI-0587;DO-0587;SITE-0587;
DOS-0588;AFF-0588;;in_progress;high;;CLI-0588;DO-0588;SITE-0588;import
DOS-0589;AFF-0589;;open;medium;;CLI-0589;DO-0589;SITE-0589;
DOS-0590;AFF-0590;;in_progress;medium;;CLI-0590;DO-0590;SITE-0590;import
DOS-0591;AFF-0591;;open;high;;CLI-0591;DO-0591;SITE-0591;
DOS-0592;AFF-0592;;in_progress;medium;;CLI-0592;DO-0592;SITE-0592;import
DOS-0593;AFF-0593;;open;medium;;CLI-0593;DO-0593;SITE-0593;
DOS-0594;AFF-0594;;in_progress;high;;CLI-0594;DO-0594;SITE-0594;import
DOS-0595;AFF-0595;;open;medium;;CLI-0595;DO-0595;SITE-0595;
DOS-0596;AFF-0596;;in_progress;medium;;CLI-0596;DO-0596;SITE-0596;import
DOS-0597;AFF-0597;;open;high;;CLI-0597;DO-0597;SITE-0597;
DOS-0598;AFF-0598;;in_progress;medium;;CLI-0598;DO-0598;SITE-0598;import
DOS-0599;AFF-0599;;open;medium;;CLI-0599;DO-0599;SITE-0599;
DOS-0600;AFF-0600;;in_progress;high;;CLI-0600;DO-0600;SITE-0600;import
DOS-0601;AFF-0601;;open;medium;;CLI-0601;DO-0601;SITE-0601;
DOS-0602;AFF-0602;;in_progress;medium;;CLI-0602;DO-0602;SITE-0602;import
DOS-0603;AFF-0603;;open;high;;CLI-0603;DO-0603;SITE-0603;
DOS-0604;AFF-0604;;in_progress;medium;;CLI-0604;DO-0604;SITE-0604;import
DOS-0605;AFF-0605;;open;medium;;CLI-0605;DO-0605;SITE-0605;
DOS-0606;AFF-0606;;in_progress;high;;CLI-0606;DO-0606;SITE-0606;import
DOS-0607;AFF-0607;;open;medium;;CLI-0607;DO-0607;SITE-0607;
DOS-0608;AFF-0608;;in_progress;medium;;CLI-0608;DO-0608;SITE-0608;import
DOS-0609;AFF-0609;;open;high;;CLI-0609;DO-0609;SITE-0609;
DOS-0610;AFF-0610;;in_progress;medium;;CLI-0610;DO-0610;SITE-0610;import
DOS-0611;AFF-0611;;open;medium;;CLI-0611;DO-0611;SITE-0611;
DOS-0612;AFF-0612;;in_progress;high;;CLI-0612;DO-0612;SITE-0612;import
DOS-0613;AFF-0613;;open;medium;;CLI-0613;DO-0613;SITE-0613;
DOS-0614;AFF-0614;;in_progress;medium;;CLI-0614;DO-0614;SITE-0614;import
DOS-0615;AFF-0615;;open;high;;CLI-0615;DO-0615;SITE-0615;
DOS-0616;AFF-0616;;in_progress;medium;;CLI-0616;DO-0616;SITE-0616;import
DOS-0617;AFF-0617;;open;medium;;CLI-0617;DO-0617;SITE-0617;
DOS-0618;AFF-0618;;in_progress;high;;CLI-0618;DO-0618;SITE-0618;import
DOS-0619;AFF-0619;;open;medium;;CLI-0619;DO-0619;SITE-0619;
DOS-0620;AFF-0620;;in_progress;medium;;CLI-0620;DO-0620;SITE-0620;import
DOS-0621;AFF-0621;;open;high;;CLI-0621;DO-0621;SITE-0621;
DOS-0622;AFF-0622;;in_progress;medium;;CLI-0622;DO-0622;SITE-0622;import
DOS-0623;AFF-0623;;open;medium;;CLI-0623;DO-0623;SITE-0623;
DOS-0624;AFF-0624;;in_progress;high;;CLI-0624;DO-0624;SITE-0624;import
DOS-0625;AFF-0625;;open;medium;;CLI-0625;DO-0625;SITE-0625;
DOS-0626;AFF-0626;;in_progress;medium;;CLI-0626;DO-0626;SITE-0626;import
DOS-0627;AFF-0627;;open;high;;CLI-0627;DO-0627;SITE-0627;
DOS-0628;AFF-0628;;in_progress;medium;;CLI-0628;DO-0628;SITE-0628;import
DOS-0629;AFF-0629;;open;medium;;CLI-0629;DO-0629;SITE-0629;
DOS-0630;AFF-0630;;in_progress;high;;CLI-0630;DO-0630;SITE-0630;import
DOS-0631;AFF-0631;;open;medium;;CLI-0631;DO-0631;SITE-0631;
DOS-0632;AFF-0632;;in_progress;medium;;CLI-0632;DO-0632;SITE-0632;import
DOS-0633;AFF-0633;;open;high;;CLI-0633;DO-0633;SITE-0633;
DOS-0634;AFF-0634;;in_progress;medium;;CLI-0634;DO-0634;SITE-0634;import
DOS-0635;AFF-0635;;open;medium;;CLI-0635;DO-0635;SITE-0635;
DOS-0636;AFF-0636;;in_progress;high;;CLI-0636;DO-0636;SITE-0636;import
DOS-0637;AFF-0637;;open;medium;;CLI-0637;DO-0637;SITE-0637;
